Status,GlobalSeq,Year,SeqInYear,Author,Work,PlanSelection,GreatIdeas,BeforeReading,DuringReading,AfterReading,Hook,ResourceKeys,ResourceTitles,ResourceURLs,Themes,GreatBooksSet,PlacementNote
Not Started,103,5,5,Hippocrates,On Ancient Medicine,Focus: opening (question/terms); one central argument or turning point; a representative example/scene; closing resolution (Read whole; then re-read these anchors),God; Religion; Sin; Truth,MIT STS.002 — ancient medicine/natural philosophy; then OYC Epidemics for medicine as social knowledge.,Lecture cue — use/search: “Hippocrates On Ancient Medicine history of medicine lecture”,"BBC Story of Science — compare observation, prognosis, anatomy, circulation, and experimental medicine.","Watch for God; Religion; Sin; Truth: medicine enters the conversation as disciplined attention to bodies, causes, signs, and practice.",MIT_STS; OYC_MEDICINE; BBC_STORY_SCI,"MIT OCW STS.002 — Toward the Scientific Revolution; Open Yale HIST 234 — Epidemics in Western Society Since 1600; BBC — The Story of Science: Power, Proof and Passion",https://ocw.mit.edu/courses/sts-002-toward-the-scientific-revolution-fall-2003/; https://oyc.yale.edu/history/hist-234; https://www.bbc.co.uk/programmes/b00s8gcf,God; Religion; Sin; Truth,Core (1952),
Not Started,104,5,6,Hippocrates,"On Airs, Waters, and Places",Focus: opening (question/terms); one central argument or turning point; a representative example/scene; closing resolution (Read whole; then re-read these anchors),God; Religion; Sin; Truth,MIT STS.002 — ancient medicine/natural philosophy; then OYC Epidemics for medicine as social knowledge.,"Lecture cue — use/search: “Hippocrates On Airs, Waters, and Places history of medicine lecture”","BBC Story of Science — compare observation, prognosis, anatomy, circulation, and experimental medicine.","Watch for God; Religion; Sin; Truth: medicine enters the conversation as disciplined attention to bodies, causes, signs, and practice.",MIT_STS; OYC_MEDICINE; BBC_STORY_SCI,"MIT OCW STS.002 — Toward the Scientific Revolution; Open Yale HIST 234 — Epidemics in Western Society Since 1600; BBC — The Story of Science: Power, Proof and Passion",https://ocw.mit.edu/courses/sts-002-toward-the-scientific-revolution-fall-2003/; https://oyc.yale.edu/history/hist-234; https://www.bbc.co.uk/programmes/b00s8gcf,God; Religion; Sin; Truth,Core (1952),
Not Started,105,5,7,Hippocrates,The Book of Prognostics,Focus: opening (question/terms); one central argument or turning point; a representative example/scene; closing resolution (Read whole; then re-read these anchors),God; Religion; Sin; Truth,MIT STS.002 — ancient medicine/natural philosophy; then OYC Epidemics for medicine as social knowledge.,Lecture cue — use/search: “Hippocrates The Book of Prognostics history of medicine lecture”,"BBC Story of Science — compare observation, prognosis, anatomy, circulation, and experimental medicine.","Watch for God; Religion; Sin; Truth: medicine enters the conversation as disciplined attention to bodies, causes, signs, and practice.",MIT_STS; OYC_MEDICINE; BBC_STORY_SCI,"MIT OCW STS.002 — Toward the Scientific Revolution; Open Yale HIST 234 — Epidemics in Western Society Since 1600; BBC — The Story of Science: Power, Proof and Passion",https://ocw.mit.edu/courses/sts-002-toward-the-scientific-revolution-fall-2003/; https://oyc.yale.edu/history/hist-234; https://www.bbc.co.uk/programmes/b00s8gcf,God; Religion; Sin; Truth,Core (1952),
Not Started,106,5,8,Hippocrates,Of the Epidemics,Focus: opening (question/terms); one central argument or turning point; a representative example/scene; closing resolution (Read whole; then re-read these anchors),God; Religion; Sin; Truth,MIT STS.002 — ancient medicine/natural philosophy; then OYC Epidemics for medicine as social knowledge.,Lecture cue — use/search: “Hippocrates Of the Epidemics history of medicine lecture”,"BBC Story of Science — compare observation, prognosis, anatomy, circulation, and experimental medicine.","Watch for God; Religion; Sin; Truth: medicine enters the conversation as disciplined attention to bodies, causes, signs, and practice.",MIT_STS; OYC_MEDICINE; BBC_STORY_SCI,"MIT OCW STS.002 — Toward the Scientific Revolution; Open Yale HIST 234 — Epidemics in Western Society Since 1600; BBC — The Story of Science: Power, Proof and Passion",https://ocw.mit.edu/courses/sts-002-toward-the-scientific-revolution-fall-2003/; https://oyc.yale.edu/history/hist-234; https://www.bbc.co.uk/programmes/b00s8gcf,God; Religion; Sin; Truth,Core (1952),
Not Started,107,5,9,Hippocrates,The Law,Focus: opening (question/terms); one central argument or turning point; a representative example/scene; closing resolution (Read whole; then re-read these anchors),Law; Constitution; God; Government; Justice; Religion; Sin; State,MIT STS.002 — ancient medicine/natural philosophy; then OYC Epidemics for medicine as social knowledge.,Lecture cue — use/search: “Hippocrates The Law history of medicine lecture”,"BBC Story of Science — compare observation, prognosis, anatomy, circulation, and experimental medicine.","Watch for Law; Constitution; God; Government: medicine enters the conversation as disciplined attention to bodies, causes, signs, and practice.",MIT_STS; OYC_MEDICINE; BBC_STORY_SCI,"MIT OCW STS.002 — Toward the Scientific Revolution; Open Yale HIST 234 — Epidemics in Western Society Since 1600; BBC — The Story of Science: Power, Proof and Passion",https://ocw.mit.edu/courses/sts-002-toward-the-scientific-revolution-fall-2003/; https://oyc.yale.edu/history/hist-234; https://www.bbc.co.uk/programmes/b00s8gcf,Law; Constitution; God; Government; Justice; Religion; Sin; State,Core (1952),
Not Started,108,5,10,Hippocrates,On the Sacred Disease,Focus: opening (question/terms); one central argument or turning point; a representative example/scene; closing resolution (Read whole; then re-read these anchors),God; Religion; Sin; Truth,MIT STS.002 — ancient medicine/natural philosophy; then OYC Epidemics for medicine as social knowledge.,Lecture cue — use/search: “Hippocrates On the Sacred Disease history of medicine lecture”,"BBC Story of Science — compare observation, prognosis, anatomy, circulation, and experimental medicine.","Watch for God; Religion; Sin; Truth: medicine enters the conversation as disciplined attention to bodies, causes, signs, and practice.",MIT_STS; OYC_MEDICINE; BBC_STORY_SCI,"MIT OCW STS.002 — Toward the Scientific Revolution; Open Yale HIST 234 — Epidemics in Western Society Since 1600; BBC — The Story of Science: Power, Proof and Passion",https://ocw.mit.edu/courses/sts-002-toward-the-scientific-revolution-fall-2003/; https://oyc.yale.edu/history/hist-234; https://www.bbc.co.uk/programmes/b00s8gcf,God; Religion; Sin; Truth,Core (1952),
Not Started,109,5,11,Galen,On the Natural Faculties,Focus: opening (question/terms); one central argument or turning point; a representative example/scene; closing resolution (Read whole; then re-read these anchors),God; Religion; Sin; Truth,MIT STS.002 — ancient medicine/natural philosophy; then OYC Epidemics for medicine as social knowledge.,Lecture cue — use/search: “Galen On the Natural Faculties history of medicine lecture”,"BBC Story of Science — compare observation, prognosis, anatomy, circulation, and experimental medicine.","Watch for God; Religion; Sin; Truth: medicine enters the conversation as disciplined attention to bodies, causes, signs, and practice.",MIT_STS; OYC_MEDICINE; BBC_STORY_SCI,"MIT OCW STS.002 — Toward the Scientific Revolution; Open Yale HIST 234 — Epidemics in Western Society Since 1600; BBC — The Story of Science: Power, Proof and Passion",https://ocw.mit.edu/courses/sts-002-toward-the-scientific-revolution-fall-2003/; https://oyc.yale.edu/history/hist-234; https://www.bbc.co.uk/programmes/b00s8gcf,God; Religion; Sin; Truth,Core (1952),
Not Started,110,5,12,Virgil,The Aeneid,Focus: opening (question/terms); one central argument or turning point; a representative example/scene; closing resolution (Read whole; then re-read these anchors),God; Religion; Sin; Truth,Crash Course World History — Rome; then OYC Roman Architecture for the imperial imagination behind Augustan order.,Epic/lecture cue — use/search: “Virgil The Aeneid Aeneid Eclogues Georgics overview”,BBC Civilisation — use Rome’s afterlife in medieval and Renaissance culture as the bridge forward.,"Watch for God; Religion; Sin; Truth: Roman poetry asks whether empire can baptize loss, exile, labor, and violence into destiny.",CRASH_WORLD; OYC_ROMANARCH; OSP; BBC_CIVILISATION,"Crash Course World History; Open Yale HSAR 252 — Roman Architecture; Overly Sarcastic Productions — mythology, classics, history, and literature videos; Kenneth Clark — Civilisation",https://www.youtube.com/playlist?list=PLBDA2E52FB1EF80C9; https://oyc.yale.edu/history-of-art/hsar-252; https://www.overlysarcasticproductions.com/projects; https://www.bbcselect.com/watch/civilisation/,God; Religion; Sin; Truth,Core (1952),
Not Started,111,5,13,Ptolemy,The Almagest,"Book I, Ch. 1-8",Knowledge; Justice; Truth; Reasoning,MIT STS.002 — scientific revolution / natural philosophy context; then BBC Story of Science for the long arc of method and proof.,Lecture cue — use/search: “Ptolemy The Almagest science history lecture”,"Use OYC Astrophysics, MIT Mechanics, or NOVA as appropriate to see the modern consequence of the model.","Watch for Knowledge; Justice; Truth; Reasoning: science here changes what counts as explanation: model, measurement, experiment, law, and reality.",MIT_STS; BBC_STORY_SCI; OYC_ASTRO,"MIT OCW STS.002 — Toward the Scientific Revolution; BBC — The Story of Science: Power, Proof and Passion; Open Yale ASTR 160 — Frontiers and Controversies in Astrophysics",https://ocw.mit.edu/courses/sts-002-toward-the-scientific-revolution-fall-2003/; https://www.bbc.co.uk/programmes/b00s8gcf; https://oyc.yale.edu/astronomy/astr-160,Truth; Knowledge; Reasoning; Justice,Core (1952),
Not Started,112,5,14,Copernicus,Revolutions of the Heavenly Spheres,"Introduction-Book I, Ch. 11",Government; Evolution; Law; Hypothesis; Science; State; Nature; Revolution,MIT STS.002 — scientific revolution / natural philosophy context; then BBC Story of Science for the long arc of method and proof.,Lecture cue — use/search: “Copernicus Revolutions of the Heavenly Spheres science history lecture”,"Use OYC Astrophysics, MIT Mechanics, or NOVA as appropriate to see the modern consequence of the model.","Watch for Government; Evolution; Law; Hypothesis: science here changes what counts as explanation: model, measurement, experiment, law, and reality.",MIT_STS; BBC_STORY_SCI; OYC_ASTRO,"MIT OCW STS.002 — Toward the Scientific Revolution; BBC — The Story of Science: Power, Proof and Passion; Open Yale ASTR 160 — Frontiers and Controversies in Astrophysics",https://ocw.mit.edu/courses/sts-002-toward-the-scientific-revolution-fall-2003/; https://www.bbc.co.uk/programmes/b00s8gcf; https://oyc.yale.edu/astronomy/astr-160,Government; Science; State; Evolution; Law; Nature; Revolution; Hypothesis,Core (1952),
Not Started,113,5,15,Kepler,Epitome of Copernican Astronomy,"Book IV, Part II, Ch. 1-2",Art; Astronomy; Beauty; Form; Hypothesis; Science; Space; Physics,MIT STS.002 — scientific revolution / natural philosophy context; then BBC Story of Science for the long arc of method and proof.,Lecture cue — use/search: “Kepler Epitome of Copernican Astronomy science history lecture”,"Use OYC Astrophysics, MIT Mechanics, or NOVA as appropriate to see the modern consequence of the model.","Watch for Art; Astronomy; Beauty; Form: science here changes what counts as explanation: model, measurement, experiment, law, and reality.",MIT_STS; BBC_STORY_SCI; OYC_ASTRO,"MIT OCW STS.002 — Toward the Scientific Revolution; BBC — The Story of Science: Power, Proof and Passion; Open Yale ASTR 160 — Frontiers and Controversies in Astrophysics",https://ocw.mit.edu/courses/sts-002-toward-the-scientific-revolution-fall-2003/; https://www.bbc.co.uk/programmes/b00s8gcf; https://oyc.yale.edu/astronomy/astr-160,Science; Art; Astronomy; Beauty; Form; Space; Hypothesis; Physics,Core (1952),
Not Started,114,5,16,Plotinus,Sixth Ennead,Focus: opening (question/terms); one central argument or turning point; a representative example/scene; closing resolution (Read whole; then re-read these anchors),God; Religion; Sin; Truth,Bryan Magee / ancient philosophy overview; then BBC Civilisation for late antique and medieval spiritual imagination.,Gregory B. Sadler — use/search: “Plotinus Sixth Ennead lecture Neoplatonism”,OYC Dante in Translation — use Dante’s cosmos to see Neoplatonic ascent entering medieval poetry.,"Watch for God; Religion; Sin; Truth: Plotinus turns Plato upward: soul, intellect, beauty, and the One become a ladder of return.",SADLER; MAGEE; BBC_CIVILISATION; OYC_DANTE,Gregory B. Sadler — philosophy text lectures and core concepts; Bryan Magee — Great Philosophers / Men of Ideas interviews; Kenneth Clark — Civilisation; Open Yale ITAL 310 — Dante in Translation,https://www.youtube.com/@GregoryBSadler; https://www.openculture.com/2012/05/bryan_magees_in-depth_uncut_tv_conversations_with_famous_philosophers_1978-87.html; https://www.bbcselect.com/watch/civilisation/; https://oyc.yale.edu/italian-language-and-literature/ital-310,God; Religion; Sin; Truth,Core (1952),
Not Started,115,5,17,St. Thomas Aquinas,Summa Theologica,"Part I, QQ 75-76, 78-79",God; Justice; Law; Reasoning; Soul; Theology; Truth; Virtue and Vice,BBC Civilisation — medieval world; then Dante in Translation for the theological-cosmic imagination Aquinas inhabits.,Gregory B. Sadler — use/search: “St. Thomas Aquinas Summa Theologica lecture”,"Bryan Magee / medieval philosophy episode; map reason, revelation, law, soul, and being.",Watch for God; Justice; Law; Reasoning: the medieval move is not anti-reason; it is reason asking where its authority comes from.,BBC_CIVILISATION; SADLER; MAGEE; OYC_DANTE,Kenneth Clark — Civilisation; Gregory B. Sadler — philosophy text lectures and core concepts; Bryan Magee — Great Philosophers / Men of Ideas interviews; Open Yale ITAL 310 — Dante in Translation,https://www.bbcselect.com/watch/civilisation/; https://www.youtube.com/@GregoryBSadler; https://www.openculture.com/2012/05/bryan_magees_in-depth_uncut_tv_conversations_with_famous_philosophers_1978-87.html; https://oyc.yale.edu/italian-language-and-literature/ital-310,Reasoning; God; Justice; Law; Soul; Theology; Truth; Virtue and Vice,Core (1952),
